# falsora manifest v1.0.0
relpath,source,domain,label,role,identities,frames,group,split
FaceForensics++_C23/FaceShifter/634_660.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:634 ffpp:660,7,ffpp:634,test
FaceForensics++_C23/FaceShifter/635_642.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:635 ffpp:642,7,ffpp:635,train
FaceForensics++_C23/FaceShifter/636_578.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:636 ffpp:578,7,ffpp:578,test
FaceForensics++_C23/FaceShifter/637_427.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:637 ffpp:427,7,ffpp:427,train
FaceForensics++_C23/FaceShifter/638_640.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:638 ffpp:640,7,ffpp:638,train
FaceForensics++_C23/FaceShifter/639_841.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:639 ffpp:841,7,ffpp:639,train
FaceForensics++_C23/FaceShifter/640_638.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:640 ffpp:638,7,ffpp:638,train
FaceForensics++_C23/FaceShifter/641_662.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:641 ffpp:662,7,ffpp:641,test
FaceForensics++_C23/FaceShifter/642_635.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:642 ffpp:635,7,ffpp:635,train
FaceForensics++_C23/FaceShifter/643_646.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:643 ffpp:646,7,ffpp:643,train
FaceForensics++_C23/FaceShifter/644_657.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:644 ffpp:657,7,ffpp:644,train
FaceForensics++_C23/FaceShifter/645_688.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:645 ffpp:688,7,ffpp:645,train
FaceForensics++_C23/FaceShifter/646_643.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:646 ffpp:643,7,ffpp:643,train
FaceForensics++_C23/FaceShifter/647_622.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:647 ffpp:622,7,ffpp:622,train
FaceForensics++_C23/FaceShifter/648_654.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:648 ffpp:654,7,ffpp:648,train
FaceForensics++_C23/FaceShifter/649_816.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:649 ffpp:816,7,ffpp:649,train
FaceForensics++_C23/FaceShifter/650_625.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:650 ffpp:625,7,ffpp:625,test
FaceForensics++_C23/FaceShifter/651_835.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:651 ffpp:835,7,ffpp:651,train
FaceForensics++_C23/FaceShifter/652_773.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:652 ffpp:773,7,ffpp:652,test
FaceForensics++_C23/FaceShifter/653_601.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:653 ffpp:601,7,ffpp:601,train
FaceForensics++_C23/FaceShifter/654_648.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:654 ffpp:648,7,ffpp:648,train
FaceForensics++_C23/FaceShifter/655_444.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:655 ffpp:444,7,ffpp:444,val
FaceForensics++_C23/FaceShifter/656_666.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:656 ffpp:666,7,ffpp:656,train
FaceForensics++_C23/FaceShifter/657_644.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:657 ffpp:644,7,ffpp:644,train
FaceForensics++_C23/FaceShifter/658_627.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:658 ffpp:627,7,ffpp:627,train
FaceForensics++_C23/FaceShifter/659_749.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:659 ffpp:749,7,ffpp:659,train
FaceForensics++_C23/FaceShifter/660_634.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:660 ffpp:634,7,ffpp:634,test
FaceForensics++_C23/FaceShifter/661_670.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:661 ffpp:670,7,ffpp:661,test
FaceForensics++_C23/FaceShifter/662_641.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:662 ffpp:641,7,ffpp:641,test
FaceForensics++_C23/FaceShifter/663_231.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:663 ffpp:231,7,ffpp:231,test
FaceForensics++_C23/FaceShifter/664_668.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:664 ffpp:668,7,ffpp:664,val
FaceForensics++_C23/FaceShifter/665_679.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:665 ffpp:679,7,ffpp:665,train
FaceForensics++_C23/FaceShifter/666_656.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:666 ffpp:656,7,ffpp:656,train
FaceForensics++_C23/FaceShifter/667_446.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:667 ffpp:446,7,ffpp:446,val
FaceForensics++_C23/FaceShifter/668_664.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:668 ffpp:664,7,ffpp:664,val
FaceForensics++_C23/FaceShifter/669_682.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:669 ffpp:682,7,ffpp:669,train
FaceForensics++_C23/FaceShifter/670_661.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:670 ffpp:661,7,ffpp:661,test
FaceForensics++_C23/FaceShifter/671_677.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:671 ffpp:677,7,ffpp:671,train
FaceForensics++_C23/FaceShifter/672_720.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:672 ffpp:720,7,ffpp:672,train
FaceForensics++_C23/FaceShifter/673_728.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:673 ffpp:728,7,ffpp:673,test
FaceForensics++_C23/FaceShifter/674_744.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:674 ffpp:744,7,ffpp:674,train
FaceForensics++_C23/FaceShifter/675_608.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:675 ffpp:608,7,ffpp:608,train
FaceForensics++_C23/FaceShifter/676_776.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:676 ffpp:776,7,ffpp:676,train
FaceForensics++_C23/FaceShifter/677_671.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:677 ffpp:671,7,ffpp:671,train
FaceForensics++_C23/FaceShifter/678_460.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:678 ffpp:460,7,ffpp:460,train
FaceForensics++_C23/FaceShifter/679_665.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:679 ffpp:665,7,ffpp:665,train
FaceForensics++_C23/FaceShifter/680_486.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:680 ffpp:486,7,ffpp:486,train
FaceForensics++_C23/FaceShifter/681_711.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:681 ffpp:711,7,ffpp:681,train
FaceForensics++_C23/FaceShifter/682_669.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:682 ffpp:669,7,ffpp:669,train
FaceForensics++_C23/FaceShifter/683_607.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:683 ffpp:607,7,ffpp:607,val
FaceForensics++_C23/FaceShifter/684_717.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:684 ffpp:717,7,ffpp:684,test
FaceForensics++_C23/FaceShifter/685_613.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:685 ffpp:613,7,ffpp:613,train
FaceForensics++_C23/FaceShifter/686_696.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:686 ffpp:696,7,ffpp:686,train
FaceForensics++_C23/FaceShifter/687_615.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:687 ffpp:615,7,ffpp:615,train
FaceForensics++_C23/FaceShifter/688_645.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:688 ffpp:645,7,ffpp:645,train
FaceForensics++_C23/FaceShifter/689_690.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:689 ffpp:690,7,ffpp:689,train
FaceForensics++_C23/FaceShifter/690_689.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:690 ffpp:689,7,ffpp:689,train
FaceForensics++_C23/FaceShifter/691_732.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:691 ffpp:732,7,ffpp:691,train
FaceForensics++_C23/FaceShifter/692_610.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:692 ffpp:610,7,ffpp:610,test
FaceForensics++_C23/FaceShifter/693_698.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:693 ffpp:698,7,ffpp:693,test
FaceForensics++_C23/FaceShifter/694_767.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:694 ffpp:767,7,ffpp:694,train
FaceForensics++_C23/FaceShifter/695_422.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:695 ffpp:422,7,ffpp:422,train
FaceForensics++_C23/FaceShifter/696_686.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:696 ffpp:686,7,ffpp:686,train
FaceForensics++_C23/FaceShifter/697_581.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:697 ffpp:581,7,ffpp:581,train
FaceForensics++_C23/FaceShifter/698_693.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:698 ffpp:693,7,ffpp:693,test
FaceForensics++_C23/FaceShifter/699_734.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:699 ffpp:734,7,ffpp:699,train
FaceForensics++_C23/FaceShifter/700_813.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:700 ffpp:813,7,ffpp:700,val
FaceForensics++_C23/FaceShifter/701_579.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:701 ffpp:579,7,ffpp:579,train
FaceForensics++_C23/FaceShifter/702_612.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:702 ffpp:612,7,ffpp:612,val
FaceForensics++_C23/FaceShifter/703_604.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:703 ffpp:604,7,ffpp:604,train
FaceForensics++_C23/FaceShifter/704_723.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:704 ffpp:723,7,ffpp:704,train
FaceForensics++_C23/FaceShifter/705_707.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:705 ffpp:707,7,ffpp:705,train
FaceForensics++_C23/FaceShifter/706_479.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:706 ffpp:479,7,ffpp:479,train
FaceForensics++_C23/FaceShifter/707_705.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:707 ffpp:705,7,ffpp:705,train
FaceForensics++_C23/FaceShifter/708_772.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:708 ffpp:772,7,ffpp:708,train
FaceForensics++_C23/FaceShifter/709_390.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:709 ffpp:390,7,ffpp:390,train
FaceForensics++_C23/FaceShifter/710_788.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:710 ffpp:788,7,ffpp:710,train
FaceForensics++_C23/FaceShifter/711_681.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:711 ffpp:681,7,ffpp:681,train
FaceForensics++_C23/FaceShifter/712_716.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:712 ffpp:716,7,ffpp:712,train
FaceForensics++_C23/FaceShifter/713_726.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:713 ffpp:726,7,ffpp:713,val
FaceForensics++_C23/FaceShifter/714_842.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:714 ffpp:842,7,ffpp:714,val
FaceForensics++_C23/FaceShifter/715_721.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:715 ffpp:721,7,ffpp:715,train
FaceForensics++_C23/FaceShifter/716_712.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:716 ffpp:712,7,ffpp:712,train
FaceForensics++_C23/FaceShifter/717_684.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:717 ffpp:684,7,ffpp:684,test
FaceForensics++_C23/FaceShifter/718_972.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:718 ffpp:972,7,ffpp:718,test
FaceForensics++_C23/FaceShifter/719_737.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:719 ffpp:737,7,ffpp:719,val
FaceForensics++_C23/FaceShifter/720_672.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:720 ffpp:672,7,ffpp:672,train
FaceForensics++_C23/FaceShifter/721_715.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:721 ffpp:715,7,ffpp:715,train
FaceForensics++_C23/FaceShifter/722_458.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:722 ffpp:458,7,ffpp:458,test
FaceForensics++_C23/FaceShifter/723_704.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:723 ffpp:704,7,ffpp:704,train
FaceForensics++_C23/FaceShifter/724_725.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:724 ffpp:725,7,ffpp:724,test
FaceForensics++_C23/FaceShifter/725_724.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:725 ffpp:724,7,ffpp:724,test
FaceForensics++_C23/FaceShifter/726_713.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:726 ffpp:713,7,ffpp:713,val
FaceForensics++_C23/FaceShifter/727_729.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:727 ffpp:729,7,ffpp:727,train
FaceForensics++_C23/FaceShifter/728_673.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:728 ffpp:673,7,ffpp:673,test
FaceForensics++_C23/FaceShifter/729_727.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:729 ffpp:727,7,ffpp:727,train
FaceForensics++_C23/FaceShifter/730_815.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:730 ffpp:815,7,ffpp:730,train
FaceForensics++_C23/FaceShifter/731_741.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:731 ffpp:741,7,ffpp:731,train
FaceForensics++_C23/FaceShifter/732_691.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:732 ffpp:691,7,ffpp:691,train
FaceForensics++_C23/FaceShifter/733_935.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:733 ffpp:935,7,ffpp:733,train
FaceForensics++_C23/FaceShifter/734_699.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:734 ffpp:699,7,ffpp:699,train
FaceForensics++_C23/FaceShifter/735_774.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:735 ffpp:774,7,ffpp:735,train
FaceForensics++_C23/FaceShifter/736_785.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:736 ffpp:785,7,ffpp:736,train
FaceForensics++_C23/FaceShifter/737_719.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:737 ffpp:719,7,ffpp:719,val
FaceForensics++_C23/FaceShifter/738_804.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:738 ffpp:804,7,ffpp:738,test
FaceForensics++_C23/FaceShifter/739_865.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:739 ffpp:865,7,ffpp:739,test
FaceForensics++_C23/FaceShifter/740_796.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:740 ffpp:796,7,ffpp:740,train
FaceForensics++_C23/FaceShifter/741_731.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:741 ffpp:731,7,ffpp:731,train
FaceForensics++_C23/FaceShifter/742_775.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:742 ffpp:775,7,ffpp:742,train
FaceForensics++_C23/FaceShifter/743_750.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:743 ffpp:750,7,ffpp:743,train
FaceForensics++_C23/FaceShifter/744_674.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:744 ffpp:674,7,ffpp:674,train
FaceForensics++_C23/FaceShifter/745_777.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:745 ffpp:777,7,ffpp:745,train
FaceForensics++_C23/FaceShifter/746_571.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:746 ffpp:571,7,ffpp:571,train
FaceForensics++_C23/FaceShifter/747_854.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:747 ffpp:854,7,ffpp:747,test
FaceForensics++_C23/FaceShifter/748_355.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:748 ffpp:355,7,ffpp:355,train
FaceForensics++_C23/FaceShifter/749_659.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:749 ffpp:659,7,ffpp:659,train
FaceForensics++_C23/FaceShifter/750_743.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:750 ffpp:743,7,ffpp:743,train
FaceForensics++_C23/FaceShifter/751_752.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:751 ffpp:752,7,ffpp:751,test
FaceForensics++_C23/FaceShifter/752_751.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:752 ffpp:751,7,ffpp:751,test
FaceForensics++_C23/FaceShifter/753_789.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:753 ffpp:789,7,ffpp:753,val
FaceForensics++_C23/FaceShifter/754_758.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:754 ffpp:758,7,ffpp:754,val
FaceForensics++_C23/FaceShifter/755_759.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:755 ffpp:759,7,ffpp:755,train
FaceForensics++_C23/FaceShifter/756_503.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:756 ffpp:503,7,ffpp:503,train
FaceForensics++_C23/FaceShifter/757_573.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:757 ffpp:573,7,ffpp:573,train
FaceForensics++_C23/FaceShifter/758_754.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:758 ffpp:754,7,ffpp:754,val
FaceForensics++_C23/FaceShifter/759_755.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:759 ffpp:755,7,ffpp:755,train
FaceForensics++_C23/FaceShifter/760_611.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:760 ffpp:611,7,ffpp:611,train
FaceForensics++_C23/FaceShifter/761_766.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:761 ffpp:766,7,ffpp:761,train
FaceForensics++_C23/FaceShifter/762_832.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:762 ffpp:832,7,ffpp:762,train
FaceForensics++_C23/FaceShifter/763_930.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:763 ffpp:930,7,ffpp:763,train
FaceForensics++_C23/FaceShifter/764_850.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:764 ffpp:850,7,ffpp:764,train
FaceForensics++_C23/FaceShifter/765_867.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:765 ffpp:867,7,ffpp:765,train
FaceForensics++_C23/FaceShifter/766_761.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:766 ffpp:761,7,ffpp:761,train
FaceForensics++_C23/FaceShifter/767_694.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:767 ffpp:694,7,ffpp:694,train
FaceForensics++_C23/FaceShifter/768_793.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:768 ffpp:793,7,ffpp:768,train
FaceForensics++_C23/FaceShifter/769_784.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:769 ffpp:784,7,ffpp:769,val
FaceForensics++_C23/FaceShifter/770_791.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:770 ffpp:791,7,ffpp:770,train
FaceForensics++_C23/FaceShifter/771_849.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:771 ffpp:849,7,ffpp:771,train
FaceForensics++_C23/FaceShifter/772_708.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:772 ffpp:708,7,ffpp:708,train
FaceForensics++_C23/FaceShifter/773_652.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:773 ffpp:652,7,ffpp:652,test
FaceForensics++_C23/FaceShifter/774_735.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:774 ffpp:735,7,ffpp:735,train
FaceForensics++_C23/FaceShifter/775_742.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:775 ffpp:742,7,ffpp:742,train
FaceForensics++_C23/FaceShifter/776_676.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:776 ffpp:676,7,ffpp:676,train
FaceForensics++_C23/FaceShifter/777_745.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:777 ffpp:745,7,ffpp:745,train
FaceForensics++_C23/FaceShifter/778_798.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:778 ffpp:798,7,ffpp:778,train
FaceForensics++_C23/FaceShifter/779_794.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:779 ffpp:794,7,ffpp:779,test
FaceForensics++_C23/FaceShifter/780_869.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:780 ffpp:869,7,ffpp:780,train
FaceForensics++_C23/FaceShifter/781_806.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:781 ffpp:806,7,ffpp:781,train
FaceForensics++_C23/FaceShifter/782_787.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:782 ffpp:787,7,ffpp:782,train
FaceForensics++_C23/FaceShifter/783_916.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:783 ffpp:916,7,ffpp:783,val
FaceForensics++_C23/FaceShifter/784_769.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:784 ffpp:769,7,ffpp:769,val
FaceForensics++_C23/FaceShifter/785_736.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:785 ffpp:736,7,ffpp:736,train
FaceForensics++_C23/FaceShifter/786_819.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:786 ffpp:819,7,ffpp:786,test
FaceForensics++_C23/FaceShifter/787_782.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:787 ffpp:782,7,ffpp:782,train
FaceForensics++_C23/FaceShifter/788_710.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:788 ffpp:710,7,ffpp:710,train
FaceForensics++_C23/FaceShifter/789_753.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:789 ffpp:753,7,ffpp:753,val
FaceForensics++_C23/FaceShifter/790_014.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:790 ffpp:014,7,ffpp:014,train
FaceForensics++_C23/FaceShifter/791_770.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:791 ffpp:770,7,ffpp:770,train
FaceForensics++_C23/FaceShifter/792_903.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:792 ffpp:903,7,ffpp:792,train
FaceForensics++_C23/FaceShifter/793_768.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:793 ffpp:768,7,ffpp:768,train
FaceForensics++_C23/FaceShifter/794_779.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:794 ffpp:779,7,ffpp:779,test
FaceForensics++_C23/FaceShifter/795_907.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:795 ffpp:907,7,ffpp:795,train
FaceForensics++_C23/FaceShifter/796_740.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:796 ffpp:740,7,ffpp:740,train
FaceForensics++_C23/FaceShifter/797_844.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:797 ffpp:844,7,ffpp:797,train
FaceForensics++_C23/FaceShifter/798_778.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:798 ffpp:778,7,ffpp:778,train
FaceForensics++_C23/FaceShifter/799_809.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:799 ffpp:809,7,ffpp:799,train
FaceForensics++_C23/FaceShifter/800_840.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:800 ffpp:840,7,ffpp:800,val
FaceForensics++_C23/FaceShifter/801_855.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:801 ffpp:855,7,ffpp:801,train
FaceForensics++_C23/FaceShifter/802_885.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:802 ffpp:885,7,ffpp:802,train
FaceForensics++_C23/FaceShifter/803_017.mp4,FaceForensics++_C23/FaceShifter,ffpp,fake,train_pool,ffpp:803 ffpp:017,7,ffpp:017,train
